55,60
55,72
55,72
55,84
55,68
55,68
55,64
55,72
55,80
55,68
55,68
55,64
55,72
55,80
55,84
55,84
55,80
55,68
55,64
55,80
55,72
55,64
55,60
55,76
55,68
55,68
55,60
55,64
55,60
55,68
55,72
55,68
55,60
55,68
55,72
55,68
55,68
55,64
56,70
56,72
56,68
56,54
56,56
56,60
56,62
56,104
56,110
56,105
56,112
56,120
56,98
56,106
56,110
56,106
56,104
56,104
56,120
56,110
56,112
56,94
56,110
56,122
56,102
56,104
56,120
56,110
56,60
56,62
56,70
56,72
56,68
56,54
56,56
56,120
56,106
56,104
56,110
56,105
56,112
56,120
56,120
56,110
56,112
56,110
56,106
56,104
56,104
56,104
56,120
56,110
56,94
56,110
56,122
56,102
56,68
56,54
56,56
56,60
56,62
56,70
56,72
56,110
56,104
56,106
56,98
56,120
56,112
56,110
56,104
56,120
56,110
56,112
56,110
56,106
56,104
56,120
56,110
56,94
56,110
56,98
56,102
56,104
58,72
58,64
58,84
58,70
58,74
58,72
58,66
58,100
58,104
58,102
58,100
58,110
58,96
58,110
58,102
58,115
58,100
58,96
58,110
58,114
58,100
58,120
58,102
58,100
58,100
58,104
58,110
58,104
58,72
58,66
58,72
58,64
58,84
58,70
58,74
58,110
58,110
58,100
58,104
58,102
58,100
58,110
58,110
58,114
58,100
58,102
58,115
58,96
58,100
58,104
58,110
58,104
58,120
58,102
58,100
58,100
58,84
58,70
58,74
58,72
58,66
58,72
58,64
58,114
58,100
58,110
58,96
58,110
58,100
58,102
58,96
58,110
58,114
58,100
58,102
58,110
58,100
58,110
58,104
58,96
58,102
58,100
58,100
58,104
62,66
62,54
62,72
62,64
62,50
62,56
62,66
62,114
62,98
62,98
62,112
62,114
62,100
62,106
62,110
62,106
62,114
62,100
62,114
62,105
62,118
62,100
62,104
62,112
62,114
62,106
62,114
62,98
62,56
62,66
62,66
62,54
62,72
62,64
62,50
62,114
62,106
62,114
62,98
62,98
62,112
62,114
62,114
62,105
62,118
62,110
62,106
62,100
62,114
62,106
62,114
62,98
62,100
62,104
62,112
62,114
62,72
62,64
62,50
62,56
62,66
62,66
62,54
62,98
62,114
62,106
62,100
62,114
62,112
62,98
62,100
62,114
62,98
62,118
62,98
62,106
62,114
62,114
62,98
62,100
62,92
62,112
62,114
62,106
62,68
62,64
62,68
62,84
62,68
62,72
62,70
62,68
62,74
62,70
62,74
62,66
62,70
62,70
62,68
62,78
62,103
62,66
62,74
62,70
62,72
62,70
62,66
62,100
62,68
62,72
63,80
63,93
63,82
63,92
63,90
63,89
63,85
63,86
63,82
63,78
63,95
63,80
63,90
63,93
63,90
63,88
63,82
63,80
63,81
63,92
63,85
63,91
63,91
63,89
63,82
63,88
63,81
63,80
63,91
63,82
63,95
63,94
63,88
63,83
63,85
63,83
63,80
63,92
63,81
63,96
63,90
63,88
63,84
63,86
63,83
63,79
63,93
63,81
63,99
63,92
63,90
63,89
63,83
63,80
63,80
63,95
63,82
63,96
63,92
63,91
63,82
63,84
63,85
64,60
64,77
64,72
64,72
64,74
64,72
64,60
64,94
64,80
64,72
64,72
64,74
64,72
64,60
64,94
64,80
64,72
64,72
64,74
64,72
64,60
64,80
64,72
64,72
64,74
64,72
64,60
64,77
64,74
64,72
64,72
64,74
64,72
64,60
64,77
64,74
64,72
64,72
64,76
64,72
64,60
64,77
64,80
64,76
64,70
64,80
64,76
64,72
64,52
64,78
64,72
64,72
64,74
64,72
64,60
64,96
64,82
64,72
64,72
64,74
64,72
64,60
64,95
64,80
64,72
64,72
64,74
64,72
64,60
64,95
64,82
64,72
64,72
64,74
64,72
64,60
64,77
64,76
64,72
64,72
64,74
64,72
64,52
64,77
64,74
64,72
64,72
64,76
64,72
64,60
64,77
64,80
64,76
64,70
64,80
64,76
64,72
64,52
64,78
64,72
64,72
64,74
64,70
64,52
64,96
64,84
64,72
64,72
64,74
64,70
64,60
64,96
64,84
64,72
64,72
64,74
64,72
64,60
64,95
64,82
64,72
64,72
64,74
64,72
64,60
64,76
64,76
64,72
64,72
64,74
64,72
64,52
64,77
64,74
64,72
64,72
64,76
64,72
64,60
64,77
64,84
64,76
64,70
64,80
64,76
64,72
68,60
68,58
64,
64,
68,76
68,52
68,64
68,56
68,68
68,88
68,104
68,98
68,110
68,94
68,115
68,106
68,98
68,106
68,98
68,106
68,98
68,108
68,115
68,106
68,98
68,98
68,115
68,106
68,104
68,104
68,56
68,68
68,60
68,58
68,76
68,52
68,64
68,94
68,106
68,88
68,104
68,98
68,110
68,94
68,98
68,108
68,115
68,98
68,106
68,106
68,98
68,106
68,104
68,104
68,106
68,98
68,98
68,115
68,76
68,52
68,64
68,56
68,68
68,60
68,58
68,104
68,98
68,106
68,106
68,94
68,98
68,98
68,106
68,98
68,108
68,98
68,98
68,106
68,98
68,100
68,104
68,106
68,98
68,98
68,98
68,106
69,72
69,74
69,107
69,
69,77
69,67
69,70
69,71
69,85
69,80
69,
69,79
69,78
69,80
69,64
69,82
69,80
69,71
69,66
69,68
69,63
69,91
69,80
69,76
69,73
69,71
69,70
69,80
69,100
69,81
69,70
69,76
69,71
69,80
69,85
69,91
69,74
69,78
69,70
70,72
70,80
70,64
70,72
70,72
70,75
71,73
71,88
71,83
71,75
71,80
71,70
71,65
71,81
71,86
71,81
71,81
71,78
71,65
71,73
71,90
71,73
71,65
71,65
71,65
71,73
71,76
71,76
71,73
71,70
71,71
71,75
71,78
71,81
71,70
71,71
71,70
71,75
71,78
71,96
71,75
71,73
71,70
71,64
71,68
71,68
71,66
71,68
71,68
71,72
71,66
71,68
71,72
71,64
71,64
71,66
71,66
71,68
71,68
71,72
71,68
71,66
71,72
71,64
71,64
71,66
71,66
71,68
71,68
71,72
71,68
71,66
71,72
71,64
71,64
71,66
71,66
71,68
71,68
71,72
71,68
71,66
71,72
71,64
71,64
71,66
71,66
71,68
71,68
71,72
71,68
71,66
71,72
71,64
71,64
71,66
71,66
71,68
71,68
71,72
71,68
71,66
71,72
71,64
71,64
71,66
71,66
71,68
71,68
71,72
71,68
71,66
71,72
72,92
72,94
72,84
72,82
72,82
72,70
72,70
72,110
72,92
72,98
72,110
72,104
72,110
72,108
72,110
72,104
72,110
72,110
72,110
72,98
72,92
72,104
72,110
72,110
72,108
72,110
72,92
72,98
72,70
72,70
72,92
72,94
72,84
72,82
72,82
72,92
72,110
72,108
72,110
72,97
72,110
72,112
72,110
72,98
72,92
72,115
72,108
72,110
72,110
72,110
72,108
72,110
72,92
72,118
72,104
72,115
72,82
72,82
72,70
72,70
72,92
72,94
72,84
72,97
72,112
72,92
72,110
72,108
72,110
72,97
72,108
72,110
72,110
72,110
72,98
72,115
72,92
72,118
72,104
72,115
72,110
72,108
72,110
72,92
74,76
74,74
74,76
74,70
74,78
74,82
74,72
74,76
74,74
74,72
74,70
74,80
74,82
74,86
74,88
74,86
74,82
74,82
74,80
74,84
74,86
74,90
74,88
74,86
74,86
74,82
74,80
74,78
74,84
74,82
74,88
74,82
74,84
74,72
74,68
74,116
74,84
74,88
74,96
74,108
74,76
74,84
74,72
74,64
74,84
74,104
74,84
74,92
74,92
74,92
74,76
74,96
74,84
74,76
74,84
74,108
74,92
74,84
74,96
74,88
74,84
74,72
74,84
74,72
74,84
74,120
74,88
74,88
74,96
74,88
74,76
74,92
74,72
74,72
74,64
74,116
74,88
74,76
74,84
74,88
74,88
74,76
74,72
74,68
74,76
74,112
74,80
74,96
74,104
74,108
74,76
74,96
