74,76,,,,,,,,,,
74,74,,,,,,,,,,
74,76,,,,,,,,,,
74,70,,,,,,,,,,
74,78,,,,,,,,,,
74,82,,,,,,,,,,
74,72,,,,,,,,,,
74,76,,,,,,,,,,
74,74,,,,,,,,,,
74,72,,,,,,,,,,
74,70,,,,,,,,,,
74,80,,,,,,,,,,
74,82,,,,,,,,,,
74,86,,,,,,,,,,
74,88,,,,,,,,,,
74,86,,,,,,,,,,
74,82,,,,,,,,,,
74,82,,,,,,,,,,
74,80,,,,,,,,,,
74,84,,,,,,,,,,
74,86,,,,,,,,,,
74,90,,,,,,,,,,
74,88,,,,,,,,,,
74,86,,,,,,,,,,
74,86,,,,,,,,,,
74,82,,,,,,,,,,
74,80,,,,,,,,,,
74,78,,,,,,,,,,
74,84,,,,,,,,,,
74,82,,,,,,,,,,
74,88,,,,,,,,,,
74,82,,,,,,,,,,
74,84,,,,,,,,,,
80,76,,,,,,,,,,
80,78,,,,,,,,,,
80,80,,,,,,,,,,
80,85,,,,,,,,,,
80,81,,,,,,,,,,
80,75,,,,,,,,,,
80,77,,,,,,,,,,
80,75,,,,,,,,,,
80,78,,,,,,,,,,
80,87,,,,,,,,,,
80,78,,,,,,,,,,
80,79,,,,,,,,,,
80,76,,,,,,,,,,
80,77,,,,,,,,,,
80,74,,,,,,,,,,
80,84,,,,,,,,,,
80,81,,,,,,,,,,
80,72,,,,,,,,,,
80,78,,,,,,,,,,
80,81,,,,,,,,,,
80,77,,,,,,,,,,
80,86,,,,,,,,,,
80,79,,,,,,,,,,
80,77,,,,,,,,,,
80,79,,,,,,,,,,
80,82,,,,,,,,,,
80,77,,,,,,,,,,
80,88,,,,,,,,,,
80,77,,,,,,,,,,
80,80,,,,,,,,,,
80,76,,,,,,,,,,
80,77,,,,,,,,,,
80,79,,,,,,,,,,
80,85,,,,,,,,,,
80,82,,,,,,,,,,
80,75,,,,,,,,,,
80,77,,,,,,,,,,
80,82,,,,,,,,,,
80,82,,,,,,,,,,
80,83,,,,,,,,,,
80,77,,,,,,,,,,
80,72,,,,,,,,,,
63,80,,,,,,,,,,
63,93,,,,,,,,,,
63,82,,,,,,,,,,
63,92,,,,,,,,,,
63,90,,,,,,,,,,
63,89,,,,,,,,,,
63,85,,,,,,,,,,
63,86,,,,,,,,,,
63,82,,,,,,,,,,
63,78,,,,,,,,,,
63,95,,,,,,,,,,
63,80,,,,,,,,,,
63,90,,,,,,,,,,
63,93,,,,,,,,,,
63,90,,,,,,,,,,
63,88,,,,,,,,,,
63,82,,,,,,,,,,
63,80,,,,,,,,,,
63,81,,,,,,,,,,
63,92,,,,,,,,,,
63,85,,,,,,,,,,
63,91,,,,,,,,,,
63,91,,,,,,,,,,
63,89,,,,,,,,,,
63,82,,,,,,,,,,
63,88,,,,,,,,,,
63,81,,,,,,,,,,
63,80,,,,,,,,,,
63,91,,,,,,,,,,
63,82,,,,,,,,,,
63,95,,,,,,,,,,
63,94,,,,,,,,,,
63,88,,,,,,,,,,
63,83,,,,,,,,,,
63,85,,,,,,,,,,
63,83,,,,,,,,,,
63,80,,,,,,,,,,
63,92,,,,,,,,,,
63,81,,,,,,,,,,
63,96,,,,,,,,,,
63,90,,,,,,,,,,
63,88,,,,,,,,,,
63,84,,,,,,,,,,
63,86,,,,,,,,,,
63,83,,,,,,,,,,
82,64,,,,,,,,,,
82,68,,,,,,,,,,
82,72,,,,,,,,,,
82,68,,,,,,,,,,
82,72,,,,,,,,,,
82,72,,,,,,,,,,
82,68,,,,,,,,,,
82,76,,,,,,,,,,
82,60,,,,,,,,,,
82,72,,,,,,,,,,
82,68,,,,,,,,,,
82,76,,,,,,,,,,
82,72,,,,,,,,,,
82,68,,,,,,,,,,
82,68,,,,,,,,,,
82,72,,,,,,,,,,
82,72,,,,,,,,,,
82,72,,,,,,,,,,
82,72,,,,,,,,,,
82,68,,,,,,,,,,
82,72,,,,,,,,,,
82,68,,,,,,,,,,
82,76,,,,,,,,,,
82,72,,,,,,,,,,
82,64,,,,,,,,,,
82,68,,,,,,,,,,
82,72,,,,,,,,,,
82,72,,,,,,,,,,
82,72,,,,,,,,,,
82,68,,,,,,,,,,
82,72,,,,,,,,,,
82,72,,,,,,,,,,
82,72,,,,,,,,,,
